# Time-averaged data for fix vv
# TimeStep v_l1 v_l2 v_l3 v_vs
161500 302.059 149.861 219.661 9.94333e+06
162000 301.931 149.867 219.785 9.94515e+06
162500 301.898 149.879 219.744 9.94302e+06
163000 301.896 149.93 219.728 9.94559e+06
163500 301.898 149.797 219.833 9.94161e+06
164000 301.968 149.805 219.754 9.94085e+06
164500 302.022 149.873 219.582 9.93936e+06
165000 302.005 149.86 219.619 9.93964e+06
165500 301.956 149.84 219.694 9.94007e+06
166000 302.035 149.846 219.597 9.93868e+06
166500 301.955 149.849 219.609 9.93679e+06
167000 301.846 149.801 219.76 9.93682e+06
167500 302.019 149.836 219.651 9.93995e+06
168000 302.024 149.754 219.635 9.93389e+06
168500 301.996 149.822 219.614 9.93656e+06
169000 301.965 149.823 219.625 9.93612e+06
169500 302.004 149.743 219.625 9.93212e+06
170000 302.108 149.76 219.58 9.93462e+06
170500 301.961 149.838 219.541 9.9332e+06
171000 302.078 149.858 219.532 9.93797e+06
171500 302.067 149.81 219.628 9.93872e+06
172000 301.896 149.756 219.825 9.93843e+06
172500 302.003 149.784 219.686 9.93756e+06
173000 302.037 149.831 219.585 9.9372e+06
173500 302.176 149.823 219.543 9.93937e+06
174000 302.145 149.75 219.63 9.93737e+06
174500 302.051 149.809 219.664 9.93978e+06
175000 302.02 149.84 219.622 9.93893e+06
175500 302.258 149.753 219.464 9.93383e+06
176000 301.983 149.775 219.617 9.93317e+06
176500 301.834 149.803 219.76 9.93659e+06
177000 302.141 149.729 219.718 9.93988e+06
177500 301.937 149.804 219.797 9.94172e+06
178000 301.842 149.828 219.732 9.9372e+06
178500 301.907 149.882 219.74 9.9433e+06
179000 301.828 149.794 219.807 9.93787e+06
179500 301.912 149.82 219.757 9.94013e+06
180000 301.982 149.836 219.664 9.9393e+06
180500 301.833 149.88 219.725 9.94009e+06
181000 301.794 149.855 219.87 9.94369e+06
181500 301.891 149.9 219.742 9.94405e+06
182000 301.855 149.893 219.731 9.94191e+06
182500 301.84 149.912 219.732 9.94274e+06
183000 301.992 149.89 219.646 9.94243e+06
183500 301.944 149.853 219.664 9.93919e+06
184000 301.967 149.817 219.641 9.93653e+06
184500 301.842 149.877 219.648 9.93668e+06
185000 301.872 149.769 219.753 9.93523e+06
185500 301.948 149.847 219.616 9.93671e+06
186000 301.846 149.9 219.636 9.9378e+06
186500 301.657 149.832 219.904 9.9392e+06
187000 301.44 149.829 220.155 9.94319e+06
187500 301.449 149.778 220.098 9.9375e+06
188000 301.839 149.845 219.798 9.94127e+06
188500 301.845 149.832 219.653 9.93406e+06
189000 301.673 149.889 219.712 9.93481e+06
189500 301.921 149.866 219.59 9.93598e+06
190000 302.054 149.855 219.474 9.93439e+06
190500 301.729 149.914 219.66 9.93595e+06
191000 301.799 149.808 219.728 9.93434e+06
191500 301.912 149.843 219.778 9.94262e+06
192000 301.693 149.856 219.888 9.94126e+06
192500 301.579 149.851 220.042 9.94412e+06
193000 301.657 149.828 219.98 9.94234e+06
193500 301.69 149.834 219.921 9.94122e+06
194000 301.928 149.814 219.78 9.94136e+06
194500 301.884 149.859 219.738 9.94095e+06
195000 301.803 149.787 219.755 9.93428e+06
195500 301.937 149.804 219.674 9.93616e+06
196000 302.016 149.832 219.585 9.9366e+06
196500 301.877 149.768 219.742 9.93487e+06
197000 302.094 149.832 219.628 9.9411e+06
197500 301.917 149.784 219.657 9.93339e+06
198000 301.908 149.846 219.646 9.93669e+06
198500 302.094 149.83 219.548 9.93733e+06
199000 301.896 149.798 219.63 9.93241e+06
199500 302 149.735 219.74 9.93664e+06
200000 302.055 149.7 219.657 9.93239e+06
