# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
125000 1.56921 0.317108 1.86498 2.52553 -1.01806 1.1787 29.1995
125500 0.485378 1.91631 1.20869 -1.66886 -6.09681 -10.9541 27.9494
126000 1.04487 1.77069 0.573683 0.790219 -11.5079 23.9595 14.0234
126500 0.774647 -1.11673 1.28783 2.15284 -1.818 -2.10204 23.7184
127000 -0.849801 0.570066 -1.89737 -1.2221 -11.0912 18.8298 24.6826
127500 1.16507 0.9002 1.04464 1.55038 1.2461 4.58273 24.6673
128000 2.54125 1.10726 3.84532 2.67117 -0.814712 4.78932 36.4257
128500 -0.602698 0.52914 0.0323757 -2.36961 -12.1518 11.2985 29.523
129000 1.81524 0.581235 1.96342 2.90107 -5.57563 0.825385 18.7899
129500 1.15934 3.71776 -0.76143 0.521696 -0.104818 -12.752 4.16329
130000 3.47012 1.93095 5.96734 2.51208 0.225669 1.69083 6.95684
130500 -0.930565 1.61404 -2.66683 -1.7389 4.52851 8.90552 19.054
131000 1.93275 -0.110057 1.70141 4.20689 7.43152 -19.1493 28.1583
131500 0.0329829 -1.1933 1.37768 -0.0854347 -11.674 3.91341 24.0986
132000 1.17564 0.802134 2.08824 0.63654 -8.6263 3.06314 30.0121
132500 1.31461 3.53398 0.104315 0.305533 9.36841 14.9501 37.6645
133000 0.52463 0.798814 0.689403 0.0856715 0.356148 14.4388 24.9044
133500 1.55197 -1.02557 0.654135 5.02733 -4.2189 8.3292 19.5873
134000 -0.782497 0.516789 1.06396 -3.92824 5.01618 7.50579 26.5382
134500 2.53878 2.03035 1.80774 3.77824 -0.210412 6.80382 22.9922
135000 0.577262 1.30058 0.00842258 0.422788 3.09634 -15.096 25.3439
135500 1.47834 -0.109633 3.67565 0.869016 -2.05284 -12.9581 43.7728
136000 1.40866 3.62837 -1.82043 2.41805 2.31748 25.0244 48.7498
136500 0.720846 1.4335 -0.620713 1.34975 -18.2007 16.7729 45.6227
137000 1.13324 0.394818 1.58878 1.41612 -4.65295 4.52897 40.2408
137500 0.46107 -1.57747 4.67528 -1.7146 8.50316 11.7213 26.3361
138000 0.66985 2.13499 -2.06637 1.94094 -1.70898 31.4176 25.3992
138500 1.30009 0.967383 0.349916 2.58297 1.69966 10.5457 26.7789
139000 1.28905 3.4061 1.26121 -0.800157 -15.9199 9.8084 25.2893
139500 0.480896 -2.19944 1.13156 2.51057 5.96537 10.7377 35.1852
140000 1.07509 2.03249 0.726242 0.466549 1.99157 -5.87214 29.8344
140500 -0.574728 0.464133 -1.65144 -0.536881 1.13149 18.815 14.0128
141000 2.57387 -0.0271829 5.45141 2.2974 8.68188 47.494 16.4728
141500 1.24133 1.62395 0.377243 1.7228 8.2635 22.4875 29.9837
142000 -0.277365 2.18204 0.971377 -3.98551 -2.62323 26.3423 34.8658
142500 1.9123 -0.0647718 0.224022 5.57766 -1.65033 11.3459 27.5536
143000 1.18793 2.43862 1.95538 -0.830201 8.34079 16.9245 28.3809
143500 1.43738 0.2735 0.823427 3.21523 -0.0542607 10.3121 7.57616
144000 0.182761 -0.0573563 0.493105 0.112534 4.19972 13.796 9.47709
144500 1.35269 1.31109 0.259261 2.48771 -0.906484 27.0355 7.40483
145000 -0.342535 0.971003 -0.709718 -1.28889 1.85437 57.4826 6.23473
145500 1.55983 1.64901 2.32681 0.703674 -3.21683 21.973 12.2807
146000 1.90963 0.690327 1.3674 3.67115 4.45354 40.1912 20.5194
146500 1.43728 2.33671 4.95175 -2.97662 19.2773 19.9012 37.5075
147000 -0.332337 -1.04729 -1.03219 1.08247 10.753 11.0609 35.9653
147500 2.55979 2.78919 0.269901 4.62028 5.41531 6.41949 39.8485
148000 1.041 2.87327 2.20641 -1.95667 -8.07147 9.23523 32.1404
148500 0.745166 -2.31975 3.37253 1.18272 -7.77155 38.4991 36.7261
149000 -1.34553 1.42491 -4.42339 -1.0381 -3.52453 48.9662 19.5831
149500 3.31173 1.66318 2.54249 5.72953 -4.64507 29.9899 15.3624
150000 0.28315 2.38719 -1.08865 -0.449092 -2.24282 39.8845 17.8125
150500 1.45664 -1.11025 2.67104 2.80912 5.37242 -0.0981581 40.5841
151000 1.01113 0.216469 1.10223 1.7147 -7.15347 3.55091 39.5185
151500 0.799908 1.96891 0.151353 0.279457 1.09189 7.15834 54.0229
152000 2.47299 1.46395 5.0373 0.917702 -5.19081 -5.84656 56.852
