# Time-averaged data for fix 3
# TimeStep c_st[0] c_st[1] c_st[2] c_st[3] c_st[4] c_st[5] c_st[6]
149000 1.63808 0.754352 1.19238 2.96752 -0.921289 -4.14131 -8.13085
149500 1.12175 1.20005 1.39305 0.77215 4.14342 -7.21046 -3.35685
150000 1.11841 1.36641 0.500623 1.48819 1.64797 4.50548 3.73851
150500 0.401918 0.505875 0.568506 0.131373 -7.01009 1.38731 0.40911
151000 1.89321 0.539051 2.81099 2.32959 -2.37044 3.67397 8.89958
151500 0.696014 1.70879 -0.310228 0.689478 -0.669744 6.30098 8.74653
152000 0.759474 -0.533985 1.53983 1.27258 1.89306 3.26583 11.8063
152500 0.903331 2.02999 1.05126 -0.371252 -4.12849 3.21187 5.72266
153000 0.753917 0.497211 1.52594 0.238601 -3.60901 9.02418 1.79355
153500 1.58411 2.22971 -0.383355 2.90598 -4.20444 4.11914 -0.749004
154000 0.73032 0.381088 0.564653 1.24522 -1.369 -9.91464 -1.33167
154500 1.26678 0.48037 2.60965 0.710312 2.59336 -7.61803 -4.76013
155000 0.403724 0.871871 0.516248 -0.176949 -0.999928 -4.06452 -0.738874
155500 0.822438 1.00871 0.39023 1.06837 0.393747 1.40481 8.78867
156000 1.32409 1.09616 1.25507 1.62104 -2.03187 -3.09593 9.4443
156500 1.41982 2.09181 0.845755 1.3219 -5.69111 9.05243 8.28109
157000 0.775566 0.327482 0.354352 1.64486 -6.88584 9.17012 3.68628
157500 0.977352 1.4573 1.01057 0.464188 -2.0962 7.32805 4.67069
158000 -0.0716099 -0.853976 0.368579 0.270568 -5.95539 9.73139 1.46533
158500 1.94719 3.00771 1.6533 1.18055 -3.71939 4.32711 2.55347
159000 1.73617 1.93336 2.56238 0.712762 -3.69356 -6.24851 3.9566
159500 0.666566 -0.416028 0.226865 2.18886 -4.58209 -6.88846 7.87535
160000 0.888043 2.07472 1.41713 -0.827724 -4.37364 -8.62494 5.52246
160500 0.111811 -0.0854073 0.0433309 0.377511 -5.42855 -8.5853 6.00918
161000 1.98383 2.29927 0.889786 2.76245 -3.99243 5.5896 7.54794
161500 0.247964 -1.15608 1.32733 0.572651 4.91321 11.5542 6.06283
162000 1.68441 3.04095 1.8585 0.153778 -2.55189 13.3341 11.8768
162500 1.16611 -0.117036 1.26145 2.35391 2.22355 8.19295 13.1253
163000 0.734295 0.677969 0.0322493 1.49267 -2.16113 16.2462 20.9594
163500 0.53863 2.06746 0.557629 -1.0092 -4.32576 3.83988 13.1025
164000 0.919184 0.161059 0.954146 1.64235 -1.08877 1.58217 0.948926
164500 1.36699 0.573614 2.10047 1.42689 -1.89696 -9.0739 5.30712
165000 0.765234 1.32052 -0.100984 1.07617 -11.8513 -10.0757 1.05084
165500 1.34691 2.31623 1.50885 0.215646 -3.30206 16.6039 -3.76134
166000 0.827482 -1.33846 1.22894 2.59196 -8.21296 2.46521 -0.234122
166500 0.471006 1.00853 -0.176191 0.580684 -2.74946 1.53507 -0.113724
167000 1.40067 1.60278 2.10316 0.496074 -3.03176 11.1432 6.93124
167500 0.442477 -0.0609402 -0.0579689 1.44634 -6.08505 1.34438 14.5761
168000 1.8172 3.18391 2.11236 0.155318 -8.37205 3.97756 13.1973
